"city","yq","cecptrating","totalcost","incentiverate","TOTALOOH","PWRPRICE","WPOOH"
"El Cerrito",2010 Q4,2192,21560,0.349999994039536,24819,0.785000011324882,0.0883194326926951
"El Cerrito",2011 Q1,6315,53609,0.349999994039536,24819,0.785000011324882,0.254442161247431
"El Cerrito",2011 Q2,15180,147774.919921875,0.349999994039536,24819,0.785000011324882,0.611628188081712
"El Cerrito",2011 Q3,10274,95195.900390625,0.349999994039536,24819,0.785000011324882,0.413957049035014
"El Cerrito",2011 Q4,18952,175999.400390625,0.25,24819,0.785000011324882,0.763608525726258
"Encinitas",2007 Q3,6090,58057.109375,2.5,59920,0.857999995350838,0.101635514018692
"Encinitas",2007 Q4,28172,298337.4609375,2.40166668097178,59920,0.857999995350838,0.470160213618158
"Encinitas",2008 Q1,20302.0001220703,209941.5,2.1400000333786,59920,0.857999995350838,0.33881842660331
"Encinitas",2008 Q2,26775,242677.12890625,2.20428575788226,59920,0.857999995350838,0.446845794392523
"Encinitas",2008 Q3,52044,510367.609375,2.19833338260651,59920,0.857999995350838,0.868558077436582
"Encinitas",2008 Q4,22637,220645.16015625,1.89999997615814,59920,0.857999995350838,0.377787049399199
"Encinitas",2009 Q1,48584,482816.478515625,1.89833331108093,59920,0.857999995350838,0.810814419225634
"Encinitas",2009 Q2,57526,527072.359375,1.74714282580784,59920,0.857999995350838,0.960046728971963
"Encinitas",2009 Q3,83630,697895.541015625,1.54941171758315,59920,0.857999995350838,1.39569425901202
"Encinitas",2009 Q4,68351,654655.2578125,1.30133332411448,59920,0.857999995350838,1.14070427236315
"Encinitas",2010 Q1,68464,544657.259765625,1.05470590381061,59920,0.857999995350838,1.14259012016021
"Encinitas",2010 Q2,62508,496394.1796875,0.632666647434235,59920,0.857999995350838,1.0431909212283
"Encinitas",2010 Q3,63735,501898,0.61799997985363,59920,0.857999995350838,1.06366822429907
"Encinitas",2010 Q4,76289,505208.66015625,0.457142849053656,59920,0.857999995350838,1.27318090787717
"Encinitas",2011 Q1,37319,293460.400390625,0.349999994039536,59920,0.857999995350838,0.622813751668892
"Encinitas",2011 Q2,77420.0004882812,583690.880859375,0.349411759306403,59920,0.857999995350838,1.29205608291524
"Encinitas",2011 Q3,65538,469026.939453125,0.331249995157123,59920,0.857999995350838,1.09375834445928
"Encinitas",2011 Q4,26536,175204.822265625,0.25,59920,0.857999995350838,0.442857142857143
"Escondido",2007 Q3,34650.9997558594,346830.098632812,2.64166669050852,96361,0.857999995350838,0.359595684518212
"Escondido",2007 Q4,48211,454878.197265625,2.39272728833285,96361,0.857999995350838,0.500316518093419
"Escondido",2008 Q1,33346,315454,2.2014286177499,96361,0.857999995350838,0.346052863710422
"Escondido",2008 Q2,51493,505987.0703125,2.17636367407712,96361,0.857999995350838,0.534375940473843
"Escondido",2008 Q3,147324,1398561.53710938,2.14730773522304,96361,0.857999995350838,1.52887578999803
"Escondido",2008 Q4,50191,528014.1484375,1.85799998044968,96361,0.857999995350838,0.520864250059671
"Escondido",2009 Q1,58295,508254.142578125,1.83333331346512,96361,0.857999995350838,0.604964664127604
"Escondido",2009 Q2,172355,1486779.57617188,1.78205879295573,96361,0.857999995350838,1.7886385570926
"Escondido",2009 Q3,172596,1450593.92089844,1.51189185155404,96361,0.857999995350838,1.79113956891273
"Escondido",2009 Q4,201775.000488281,1684919.609375,1.21440000534058,96361,0.857999995350838,2.09394880177957
"Escondido",2010 Q1,314570.999755859,2423737.86914062,1.03838711400186,96361,0.857999995350838,3.26450534714106
"Escondido",2010 Q2,125029,934935.88671875,0.665185164522242,96361,0.857999995350838,1.29750625252955
"Escondido",2010 Q3,158733.999267578,1174602.63769531,0.648620667128727,96361,0.857999995350838,1.64728468226334
"Escondido",2010 Q4,118377,952880.204101562,0.480370359288322,96361,0.857999995350838,1.22847417523687
"Escondido",2011 Q1,161416,1247281.39746094,0.349687494337559,96361,0.857999995350838,1.67511752680026
"Escondido",2011 Q2,184585,1577607.97851562,0.352093017378519,96361,0.857999995350838,1.91555712373263
"Escondido",2011 Q3,390659.99987793,2925538.12988281,0.322894733203085,96361,0.857999995350838,4.05412978152914
"Escondido",2011 Q4,127072,967384.9765625,0.25,96361,0.857999995350838,1.31870777596746
"Fountain Valley",2007 Q3,29331,307274.671875,2.55857140677316,54516,0.857999995350838,0.538025533788246
"Fountain Valley",2007 Q4,15352,139117.0859375,2.71333336830139,54516,0.857999995350838,0.281605400249468
"Fountain Valley",2008 Q1,18060,177853.22265625,2.49750000238418,54516,0.857999995350838,0.331278890600925
"Fountain Valley",2008 Q2,12135,118446.28125,2.30000003178915,54516,0.857999995350838,0.222595201408761
"Fountain Valley",2008 Q3,11371,134462.3515625,2.20000004768372,54516,0.857999995350838,0.208580967055543
"Fountain Valley",2008 Q4,15805,145187.66015625,2.1975000500679,54516,0.857999995350838,0.289914887372514
"Fountain Valley",2009 Q1,10174,104978.546875,2.20000004768372,54516,0.857999995350838,0.186624110352924
"Fountain Valley",2009 Q2,7300,88217.5,1.96500000357628,54516,0.857999995350838,0.133905642380219
"Fountain Valley",2009 Q3,13150,145360.21875,1.91749998927116,54516,0.857999995350838,0.241213588671216
"Fountain Valley",2009 Q4,10417,96270.30078125,1.89999997615814,54516,0.857999995350838,0.191081517352704
"Fountain Valley",2010 Q1,25871,294094.6015625,1.89714283602578,54516,0.857999995350838,0.474557927947758
"Fountain Valley",2010 Q2,37071,387804.8984375,1.62846149848057,54516,0.857999995350838,0.680002201188642
"Fountain Valley",2010 Q3,32207,364765.998046875,1.54749995470047,54516,0.857999995350838,0.590780688238315
"Fountain Valley",2010 Q4,58891,597866.568359375,1.54222218195597,54516,0.857999995350838,1.08025166923472
"Fountain Valley",2011 Q1,44289,451683.001953125,1.34999998978206,54516,0.857999995350838,0.812403697996918
"Fountain Valley",2011 Q2,38364,277735.05078125,1.10000002384186,54516,0.857999995350838,0.703720008804755
"Fountain Valley",2011 Q3,43074,348359.8984375,1.05909092859789,54516,0.857999995350838,0.790116662998019
"Fountain Valley",2011 Q4,37777,270912.998046875,0.649999976158142,54516,0.857999995350838,0.69295252769829
"Fremont",2007 Q3,54078,556739.55859375,2.43066668510437,176001,0.785000011324882,0.30725961784308
"Fremont",2007 Q4,45117,460515.9765625,2.22133337656657,176001,0.785000011324882,0.256345134402645
"Fremont",2008 Q1,15571,157863.05859375,2.20000004768372,176001,0.785000011324882,0.0884710882324532
"Fremont",2008 Q2,42162,454309.8984375,1.86399997472763,176001,0.785000011324882,0.239555457071267
"Fremont",2008 Q3,67922,684793.19921875,1.89299998283386,176001,0.785000011324882,0.385918261828058
"Fremont",2008 Q4,64655,586117.77734375,1.84642854758671,176001,0.785000011324882,0.367355867296209
"Fremont",2009 Q1,24043,253825.138671875,1.5414285319192,176001,0.785000011324882,0.136607178368305
"Fremont",2009 Q2,63801.9997558594,668375.689453125,1.54611106713612,176001,0.785000011324882,0.362509302537255
"Fremont",2009 Q3,54133,489883.669921875,1.28176470363841,176001,0.785000011324882,0.307572116067522
"Fremont",2009 Q4,59513,524481.499023438,1.09764707789702,176001,0.785000011324882,0.33814012420384
"Fremont",2010 Q1,47077,448937.0390625,1.10000002384186,176001,0.785000011324882,0.267481434764575
"Fremont",2010 Q2,74237,616405.787109375,0.740555548005634,176001,0.785000011324882,0.421798739779888
"Fremont",2010 Q3,84749.9997558594,710840.548828125,0.631999979913235,176001,0.785000011324882,0.481531353548329
"Fremont",2010 Q4,36498,322105,0.401818175207485,176001,0.785000011324882,0.207373821739649
"Fremont",2011 Q1,41225,319681.372070312,0.349999994039536,176001,0.785000011324882,0.234231623683956
"Fremont",2011 Q2,54968,451875.796875,0.349999994039536,176001,0.785000011324882,0.31231640729314
"Fremont",2011 Q3,75410.9998779297,606482.239257812,0.349999994039536,176001,0.785000011324882,0.42846915573167
"Fremont",2011 Q4,68134.9997558594,546216.802734375,0.25,176001,0.785000011324882,0.387128480837378
"Fresno",2007 Q3,251225.999023438,2297075.25585938,2.39018869849871,299398,0.785000011324882,0.839103798366848
"Fresno",2007 Q4,217649.999755859,1943736.17578125,2.19214290380478,299398,0.785000011324882,0.72695876310416
"Fresno",2008 Q1,163240,1427845.16992188,2.14694448312124,299398,0.785000011324882,0.545227423028878
"Fresno",2008 Q2,151625,1550371.88476562,1.90874997898936,299398,0.785000011324882,0.506432908703465
"Fresno",2008 Q3,198593.999633789,2191122.34375,1.90699997544288,299398,0.785000011324882,0.663311042938794
"Fresno",2008 Q4,217149.999755859,2128660.79199219,1.76866664356655,299398,0.785000011324882,0.72528874526837
"Fresno",2009 Q1,123269,1137947.56640625,1.54914281027657,299398,0.785000011324882,0.411722857200115
"Fresno",2009 Q2,224781,1924635.54101562,1.54723399750729,299398,0.785000011324882,0.750776558293643
"Fresno",2009 Q3,426471.000488281,3565163.58105469,1.35710524885278,299398,0.785000011324882,1.42442835452569
"Fresno",2009 Q4,206280.999755859,1601577.44238281,1.09815791719838,299398,0.785000011324882,0.688985897553956
"Fresno",2010 Q1,390198,3068610.74609375,1.08671877719462,299398,0.785000011324882,1.30327523897955
"Fresno",2010 Q2,396508,3090670.64453125,0.679870110827607,299398,0.785000011324882,1.32435086406723
"Fresno",2010 Q3,457838,3505459.52636719,0.647906954898391,299398,0.785000011324882,1.52919525180529
"Fresno",2010 Q4,217035.999633789,1691959.05859375,0.370701747505289,299398,0.785000011324882,0.72490798079409
"Fresno",2011 Q1,176498.00012207,1474114.41992188,0.349999994039536,299398,0.785000011324882,0.589509616370418
"Fresno",2011 Q2,292060.000244141,2227581.83007812,0.349838703870774,299398,0.785000011324882,0.975490819057377
"Fresno",2011 Q3,394443.000244141,3078338.44628906,0.344615379205117,299398,0.785000011324882,1.31745369122085
"Fresno",2011 Q4,312123,2428912.18359375,0.256935483505649,299398,0.785000011324882,1.04250195392087
"Garden Grove",2007 Q3,9962,116008.080078125,2.5,107280,0.857999995350838,0.0928598061148397
"Garden Grove",2007 Q4,11448,113410.4609375,2.50666666030884,107280,0.857999995350838,0.106711409395973
"Garden Grove",2008 Q1,3612,28308,2.5,107280,0.857999995350838,0.033668903803132
"Garden Grove",2008 Q2,7597,88890,2.20000004768372,107280,0.857999995350838,0.0708146905294556
"Garden Grove",2008 Q3,8727,87046.171875,2.20000004768372,107280,0.857999995350838,0.0813478747203579
"Garden Grove",2008 Q4,3845,40377.4296875,2.20000004768372,107280,0.857999995350838,0.0358407904548844
"Garden Grove",2009 Q1,14193,156654.5390625,2.20000004768372,107280,0.857999995350838,0.132298657718121
"Garden Grove",2009 Q2,9831,148306.5,1.95999999046326,107280,0.857999995350838,0.0916387024608501
"Garden Grove",2009 Q3,24183,219608.810546875,1.89999997615814,107280,0.857999995350838,0.225419463087248
"Garden Grove",2009 Q4,30151,311404.58984375,1.89999997615814,107280,0.857999995350838,0.281049589858315
"Garden Grove",2010 Q1,13562,148194.4609375,1.89999997615814,107280,0.857999995350838,0.126416853094705
"Garden Grove",2010 Q2,27967.9997558594,269996.349609375,1.67749996483326,107280,0.857999995350838,0.260700967150069
"Garden Grove",2010 Q3,32866,328349.12109375,1.54818177223205,107280,0.857999995350838,0.306357196122297
"Garden Grove",2010 Q4,39882.9997558594,366572.650390625,1.53666663169861,107280,0.857999995350838,0.371765471251486
"Garden Grove",2011 Q1,27949,238925,1.26000000536442,107280,0.857999995350838,0.260523862788963
"Garden Grove",2011 Q2,45623.9997558594,383677.310546875,1.0963636636734,107280,0.857999995350838,0.425279639782433
"Garden Grove",2011 Q3,85531,637602,0.862857145922525,107280,0.857999995350838,0.797268829231916
"Garden Grove",2011 Q4,35951,279122.19921875,0.649999976158142,107280,0.857999995350838,0.335113721103654
"Gilroy",2007 Q3,29936,299570.9375,2.40000001589457,36257,0.785000011324882,0.825661251620377
"Gilroy",2007 Q4,18991,189692.01171875,2.20000004768372,36257,0.785000011324882,0.523788509805003
"Gilroy",2008 Q1,30501,297801.078125,2.1666667064031,36257,0.785000011324882,0.841244449347712
"Gilroy",2008 Q2,15931,141810,1.88333332538605,36257,0.785000011324882,0.439391014148992
"Gilroy",2008 Q3,26376,276535,1.8933333158493,36257,0.785000011324882,0.727473315497697
"Gilroy",2008 Q4,35223,338699.03125,1.81999998092651,36257,0.785000011324882,0.97148136911493
"Gilroy",2009 Q1,11945,116023.6796875,1.54999995231628,36257,0.785000011324882,0.329453622748711
"Gilroy",2009 Q2,18799,191072,1.54999995231628,36257,0.785000011324882,0.518492980665803
"Gilroy",2009 Q3,86196,747561.69921875,1.32333332300186,36257,0.785000011324882,2.37736161292992
"Gilroy",2009 Q4,22834,191939.609375,1.09600002765656,36257,0.785000011324882,0.629781835231817
"Gilroy",2010 Q1,51734,411248.880859375,1.08571430615017,36257,0.785000011324882,1.42686929420526
"Gilroy",2010 Q2,43618,344532.59765625,0.699999988079071,36257,0.785000011324882,1.20302286455029
"Gilroy",2010 Q3,73633.9995117188,559452.3203125,0.644666647911072,36257,0.785000011324882,2.03089057317811
"Gilroy",2010 Q4,37303,364232.5,0.349999994039536,36257,0.785000011324882,1.02884960145627
"Gilroy",2011 Q1,14047,103482.80078125,0.349999994039536,36257,0.785000011324882,0.387428634470585
"Gilroy",2011 Q2,25240,203978.5,0.349999994039536,36257,0.785000011324882,0.696141434757426
"Gilroy",2011 Q3,50107,370583.2109375,0.348749995231629,36257,0.785000011324882,1.38199520092672
"Gilroy",2011 Q4,17217,131335.999023438,0.25,36257,0.785000011324882,0.474860027029263
"Glendora",2007 Q3,11427,91132.4296875,2.5,48056,0.77199999988079,0.237785084068587
"Glendora",2007 Q4,21459.9997558594,207169.048828125,2.51399998664856,48056,0.77199999988079,0.446562338851743
"Glendora",2008 Q1,25815,237720,2.5,48056,0.77199999988079,0.537185783252872
"Glendora",2008 Q2,16553,172413.75,2.29333337148031,48056,0.77199999988079,0.344452305643416
"Glendora",2008 Q3,5600,53648.01953125,2.20000004768372,48056,0.77199999988079,0.116530714166805
"Glendora",2008 Q4,8738,91262,2.20000004768372,48056,0.77199999988079,0.181829532212419
"Glendora",2009 Q1,2915,32250,2.20000004768372,48056,0.77199999988079,0.0606583985350425
"Glendora",2009 Q2,25512.0001220703,204159.8984375,2.17750000953675,48056,0.77199999988079,0.530880641794371
"Glendora",2009 Q3,16267,158642,1.82999997138977,48056,0.77199999988079,0.338500915598468
"Glendora",2009 Q4,19636,226003,1.89874997735023,48056,0.77199999988079,0.408606625603463
"Glendora",2010 Q1,17845,197995.580078125,1.83714284215655,48056,0.77199999988079,0.371337606126186
"Glendora",2010 Q2,29351,316216,1.72199996709823,48056,0.77199999988079,0.610766605626769
"Glendora",2010 Q3,28699,303882.6015625,1.54999995231628,48056,0.77199999988079,0.597199101048776
"Glendora",2010 Q4,14694,119864,1.54999995231628,48056,0.77199999988079,0.305768270351257
"Glendora",2011 Q1,24967,195037,1.27999999523163,48056,0.77199999988079,0.519539703679041
"Glendora",2011 Q2,54563,505349.5703125,1.0935714500291,48056,0.77199999988079,1.13540452805061
"Glendora",2011 Q3,57824,551905.298828125,0.954615391217747,48056,0.77199999988079,1.20326285999667
"Glendora",2011 Q4,42582,414355.849609375,0.649999976158142,48056,0.77199999988079,0.886091226901948
"Hanford",2007 Q3,54243,478949.599609375,2.44222225083245,37636,0.785000011324882,1.44125305558508
"Hanford",2007 Q4,12341,107174.44140625,2.50333333015442,37636,0.785000011324882,0.327904134339462
"Hanford",2008 Q1,19018,170552.328125,2.50249999761582,37636,0.785000011324882,0.50531406100542
"Hanford",2008 Q2,13754,120534,2.20000000794729,37636,0.785000011324882,0.365447975342757
"Hanford",2008 Q3,17111.9997558594,163820.0390625,2.18000001907349,37636,0.785000011324882,0.454671053136874
"Hanford",2008 Q4,6945,63000,1.89999997615814,37636,0.785000011324882,0.184530768413221
"Hanford",2009 Q1,33817,296673,2.01000001430512,37636,0.785000011324882,0.898528005101499
"Hanford",2009 Q2,25628,219849,2.10000002384186,37636,0.785000011324882,0.680943777234563
"Hanford",2009 Q3,6897,61169,1.89999997615814,37636,0.785000011324882,0.18325539377192
"Hanford",2009 Q4,63606,426558.765625,1.63333332538605,37636,0.785000011324882,1.69003082155383
"Hanford",2010 Q1,64020,444788.234375,1.57999999523163,37636,0.785000011324882,1.70103092783505
"Hanford",2010 Q2,47592.0002441406,328882.86328125,1.55874997377396,37636,0.785000011324882,1.26453396333672
"Hanford",2010 Q3,62607.0001220703,509888.408203125,1.42866662343343,37636,0.785000011324882,1.6634870900752
"Hanford",2010 Q4,41059,320713.3125,1.34666662911574,37636,0.785000011324882,1.09095015410777
"Hanford",2011 Q1,34557,242287.310546875,0.875000003725291,37636,0.785000011324882,0.918190030821554
"Hanford",2011 Q2,77979,494386.009765625,0.725000008940698,37636,0.785000011324882,2.07192581570836
"Hanford",2011 Q3,98450,680288.3671875,0.915555563237933,37636,0.785000011324882,2.61584652991816
"Hanford",2011 Q4,76596,544560.263671875,0.61666664481163,37636,0.785000011324882,2.03517908385588
"Hemet",2007 Q3,3712,34961,2.5,71469,0.77199999988079,0.051938602750843
"Hemet",2007 Q4,23289,195841.0078125,2.45749998092651,71469,0.77199999988079,0.325861562355707
"Hemet",2008 Q1,25666,173069.9296875,2.48500001430511,71469,0.77199999988079,0.359120737662483
"Hemet",2008 Q2,7710,69036,2.20000004768372,71469,0.77199999988079,0.107878940519666
"Hemet",2008 Q3,26693.0004882812,232939.220703125,2.20000004768372,71469,0.77199999988079,0.373490611150027
"Hemet",2008 Q4,13195,132669,2.20000004768372,71469,0.77199999988079,0.184625501965887
"Hemet",2009 Q1,30865,305367,2.20000004768372,71469,0.77199999988079,0.431865564090725
"Hemet",2009 Q2,62624.9995117188,535728.822265625,2.0278571503503,71469,0.77199999988079,0.876254033381169
"Hemet",2009 Q3,6789.00006103516,108038,1.89999997615814,71469,0.77199999988079,0.0949922352493411
"Hemet",2009 Q4,46925,366610.719726562,1.89999997615814,71469,0.77199999988079,0.656578376638822
"Hemet",2010 Q1,26430,217611.80078125,1.89428569589342,71469,0.77199999988079,0.369810687151073
"Hemet",2010 Q2,92589,653797.40625,1.7353845834732,71469,0.77199999988079,1.29551273978928
"Hemet",2010 Q3,39674,264766,1.47142854758671,71469,0.77199999988079,0.5551218010606
"Hemet",2010 Q4,90229,647366.69921875,1.54473679944088,71469,0.77199999988079,1.2624914298507
"Hemet",2011 Q1,92499,797357.80078125,1.25,71469,0.77199999988079,1.29425345254586
"Hemet",2011 Q2,93436,780134.99609375,1.11869567373525,71469,0.77199999988079,1.30736403195791
"Hemet",2011 Q3,201499.999267578,1393245.26757812,1.03894738147133,71469,0.77199999988079,2.81940420696495
"Hemet",2011 Q4,37734,270234.80078125,0.649999976158142,71469,0.77199999988079,0.527977164924653
"Hollister",2007 Q3,20930,200714.9609375,2.35000002384186,25472,0.785000011324882,0.821686557788945
"Hollister",2007 Q4,16844,157121.48046875,2.20000004768372,25472,0.785000011324882,0.661275125628141
"Hollister",2008 Q1,14040,170729.19921875,2.12500002980233,25472,0.785000011324882,0.551193467336683
"Hollister",2008 Q2,5920,61011,1.87999999523163,25472,0.785000011324882,0.232412060301508
"Hollister",2008 Q3,23442,216354.708984375,1.89999997615814,25472,0.785000011324882,0.920304648241206
"Hollister",2008 Q4,14562,137109.7421875,1.72499996423721,25472,0.785000011324882,0.571686557788945
"Hollister",2009 Q1,5917,56283,1.54999995231628,25472,0.785000011324882,0.232294283919598
"Hollister",2009 Q2,31112,296554.87890625,1.77799994945526,25472,0.785000011324882,1.22141959798995
"Hollister",2009 Q3,36982,301768,1.48428567818233,25472,0.785000011324882,1.45186871859296
"Hollister",2009 Q4,13994,100149,1.10000002384186,25472,0.785000011324882,0.54938756281407
"Hollister",2010 Q1,18039,91431.830078125,1.10000002384186,25472,0.785000011324882,0.708189384422111
"Hollister",2010 Q2,25381,190525,0.719999998807907,25472,0.785000011324882,0.996427449748744
"Hollister",2010 Q3,25928,237218.7265625,0.644999980926513,25472,0.785000011324882,1.01790201005025
"Hollister",2010 Q4,31940,187374.62109375,0.38999999165535,25472,0.785000011324882,1.25392587939698
"Hollister",2011 Q1,4897,45614.740234375,0.349999994039536,25472,0.785000011324882,0.192250314070352
"Hollister",2011 Q2,8911,71880.30078125,0.349999994039536,25472,0.785000011324882,0.349835113065327
"Hollister",2011 Q3,12693,107645.62109375,0.346666663885117,25472,0.785000011324882,0.498311871859296
"Hollister",2011 Q4,12628,73616.751953125,0.25,25472,0.785000011324882,0.495760050251256
"Huntington Beach",2007 Q3,5637,58623.33984375,2.5,182506,0.77199999988079,0.0308866557811798
"Huntington Beach",2007 Q4,18095,205032.98046875,2.5,182506,0.77199999988079,0.0991474252901274
"Huntington Beach",2008 Q1,25884,234408.953125,2.52333335081736,182506,0.77199999988079,0.141825474230984
"Huntington Beach",2008 Q2,31876,348449.310546875,2.34900002479553,182506,0.77199999988079,0.174657271541758
"Huntington Beach",2008 Q3,87077,1007758.36621094,2.19680005073548,182506,0.77199999988079,0.477118560485683
"Huntington Beach",2008 Q4,39896,452453.828125,2.19833338260651,182506,0.77199999988079,0.218601032294829
"Huntington Beach",2009 Q1,37507,393863.177734375,2.17500004172325,182506,0.77199999988079,0.205511051691451
"Huntington Beach",2009 Q2,84291.0001220703,843457.33984375,2.03625001013279,182506,0.77199999988079,0.461853309601165
"Huntington Beach",2009 Q3,68775,731049.35546875,1.89913041177003,182506,0.77199999988079,0.376836925909285
"Huntington Beach",2009 Q4,59031,696671.75,1.89923074612251,182506,0.77199999988079,0.323446900375878
"Huntington Beach",2010 Q1,55056,618531.98828125,1.89909088611603,182506,0.77199999988079,0.301666794516345
"Huntington Beach",2010 Q2,71624.9998779297,662767.52734375,1.72499996423721,182506,0.77199999988079,0.392452850196321
"Huntington Beach",2010 Q3,75875,735659.28125,1.54590904712677,182506,0.77199999988079,0.415739756501156
"Huntington Beach",2010 Q4,92348,937870.287109375,1.55566662152608,182506,0.77199999988079,0.505999802746211
"Huntington Beach",2011 Q1,79640.0002441406,786802.016601562,1.19409091364254,182506,0.77199999988079,0.436369216596389
"Huntington Beach",2011 Q2,88601,804942.537109375,1.09793105618707,182506,0.77199999988079,0.485468970883149
"Huntington Beach",2011 Q3,94585,813823.904296875,1.00379312038422,182506,0.77199999988079,0.518256934018608
"Huntington Beach",2011 Q4,45729,373803.546875,0.649999976158142,182506,0.77199999988079,0.250561625371221
"Irvine",2007 Q3,20313,190779.58984375,2.48800001144409,153893,0.77199999988079,0.131994307733295
"Irvine",2007 Q4,20588,224194.73828125,2.5,153893,0.77199999988079,0.133781263605232
"Irvine",2008 Q1,11894,125355,2.49333333969116,153893,0.77199999988079,0.0772874659666132
"Irvine",2008 Q2,25091,224131.2109375,2.35000002384186,153893,0.77199999988079,0.163041853755531
"Irvine",2008 Q3,34173,411040.400390625,2.20000004768372,153893,0.77199999988079,0.22205688367892
"Irvine",2008 Q4,24656,201518.310546875,2.19600005149842,153893,0.77199999988079,0.160215214467195
"Irvine",2009 Q1,27099.0002441406,282417.80078125,2.25375005602837,153893,0.77199999988079,0.176089882217779
"Irvine",2009 Q2,44437,418354.05078125,2.0308333337307,153893,0.77199999988079,0.288752574840961
"Irvine",2009 Q3,41008,353095.857421875,1.89999997615814,153893,0.77199999988079,0.266470859623245
"Irvine",2009 Q4,47000,461457.430664062,1.89882350669187,153893,0.77199999988079,0.305407003567414
"Irvine",2010 Q1,82134,725356.162109375,1.84421049921136,153893,0.77199999988079,0.533708485766084
"Irvine",2010 Q2,61439,545301.990234375,1.678666639328,153893,0.77199999988079,0.399231933876135
"Irvine",2010 Q3,46720,404465.5,1.54599995613098,153893,0.77199999988079,0.303587557588714
"Irvine",2010 Q4,97220,797786.984375,1.51055552562078,153893,0.77199999988079,0.631737635889872
"Irvine",2011 Q1,65089,578060.451171875,1.25000000662274,153893,0.77199999988079,0.422949711812753
"Irvine",2011 Q2,59788,514870.087890625,1.0935294417774,153893,0.77199999988079,0.38850370062316
"Irvine",2011 Q3,106161,893605.076171875,0.949583341677985,153893,0.77199999988079,0.689836444802558
"Irvine",2011 Q4,82741,633728.697265625,0.649999976158142,153893,0.77199999988079,0.537652784727051
"La Mesa",2007 Q3,33641.0004882812,316925.8984375,2.4857142993382,45306,0.857999995350838,0.742528594187994
"La Mesa",2007 Q4,22576,207859.41015625,2.41428572790963,45306,0.857999995350838,0.498300445857061
"La Mesa",2008 Q1,10569,95840.611328125,2.20333337783814,45306,0.857999995350838,0.23328036021719
"La Mesa",2008 Q2,26813,247177.87890625,2.20600004196167,45306,0.857999995350838,0.591820067982166
"La Mesa",2008 Q3,46840,452772.5390625,2.17166671156884,45306,0.857999995350838,1.03385865006842
"La Mesa",2008 Q4,10847,87739.138671875,1.89999997615814,45306,0.857999995350838,0.239416412837152
"La Mesa",2009 Q1,29701,292505.8359375,1.89857140609196,45306,0.857999995350838,0.655564384408246
"La Mesa",2009 Q2,82511.0000610352,705207.845703125,1.84499997645616,45306,0.857999995350838,1.82119366223094
"La Mesa",2009 Q3,50924,491602.78125,1.51235290835885,45306,0.857999995350838,1.12400123603938
"La Mesa",2009 Q4,103167.999755859,818288.076171875,1.17652174700861,45306,0.857999995350838,2.27713768056901
"La Mesa",2010 Q1,50825,342411.5,1.12375001609325,45306,0.857999995350838,1.12181609499846
"La Mesa",2010 Q2,45512.0002441406,325304.2890625,0.665555536746979,45306,0.857999995350838,1.00454686452436
"La Mesa",2010 Q3,38736,274580.682617188,0.654545431787317,45306,0.857999995350838,0.854986094557012
"La Mesa",2010 Q4,55624.0001220703,470451.099609375,0.479374988004566,45306,0.857999995350838,1.22774025784819
"La Mesa",2011 Q1,31843,250824,0.349999994039536,45306,0.857999995350838,0.702842890566371
"La Mesa",2011 Q2,83976,596066.759765625,0.349999994039536,45306,0.857999995350838,1.85352933386306
"La Mesa",2011 Q3,96647,780657.3984375,0.328749995678664,45306,0.857999995350838,2.13320531496932
"La Mesa",2011 Q4,36432,291121.26953125,0.25,45306,0.857999995350838,0.804131903059197
"Lafayette",2007 Q3,50821,487228.1328125,2.3607692535107,27222,0.785000011324882,1.86690911762545
"Lafayette",2007 Q4,32184,328724.37890625,2.20000004768372,27222,0.785000011324882,1.18227903901256
"Lafayette",2008 Q1,21062,204777.4609375,2.1400000333786,27222,0.785000011324882,0.773712438468885
"Lafayette",2008 Q2,43019,450794.8046875,1.85999997456868,27222,0.785000011324882,1.58030269634854
"Lafayette",2008 Q3,37781,370954.46875,1.89899997711182,27222,0.785000011324882,1.38788479905958
"Lafayette",2008 Q4,39508,437515.421875,1.77299997806549,27222,0.785000011324882,1.45132613327456
"Lafayette",2009 Q1,24564,263570.44921875,1.54999995231628,27222,0.785000011324882,0.902358386599074
"Lafayette",2009 Q2,68706,660098.921875,1.52999996393919,27222,0.785000011324882,2.52391448093454
"Lafayette",2009 Q3,68356,625993.880859375,1.39466664791107,27222,0.785000011324882,2.51105723312027
"Lafayette",2009 Q4,46285,407159.390625,1.10000002384186,27222,0.785000011324882,1.70027918595254
"Lafayette",2010 Q1,74010,649938.3671875,1.13416668772697,27222,0.785000011324882,2.71875688781133
"Lafayette",2010 Q2,87434,847736.5859375,0.627222201890415,27222,0.785000011324882,3.21188744397913
"Lafayette",2010 Q3,100236,911085.59375,0.61578945266573,27222,0.785000011324882,3.6821688340313
"Lafayette",2010 Q4,66546,665430.71875,0.43769230063145,27222,0.785000011324882,2.44456689442363
"Lafayette",2011 Q1,40910,337541.80078125,0.349999994039536,27222,0.785000011324882,1.50282859451914
"Lafayette",2011 Q2,43232,349980.0234375,0.344444440470802,27222,0.785000011324882,1.58812725001837
"Lafayette",2011 Q3,39931,356229.40234375,0.349999994039536,27222,0.785000011324882,1.46686503563294
"Lafayette",2011 Q4,21260,191269.611328125,0.25,27222,0.785000011324882,0.780985967232386
